"","ID","CONDITION","SESSION","BLOCK","TOTAL_PHRASES","P_AGE","P_GENDER","P_HANDEDNESS","PHRASE_NUMBER","PT","TT","PT_LENGTH","TT_LENGTH","IS_LENGTH","WPM","CPS","ERROR_RATE","MINIMUM_STRING_DISTANCE","KEYSTROKES_PER_CHARACTER","CORRECTED_ERROR_RATE","TOTAL_ERROR_RATE","INPUT_TIME","VST","CCC","BACKSPACE_COUNT","CAC","CAR","T_CAT","CAT_R","LEVENSHTEIN_SUBSTITUTION","LEVENSHTEIN_INSERTION","LEVENSHTEIN_DELETION","﻿"
"1131","rragarwal","2","1","2","20","24","MALE","LEFT_H","10","please provide your date of birth","please provide your date of birth","33","33","33","55.47529615718001","4.622941346431667","0","0","1","0","0","6.922","221","0","0","0","0","0","0","0","0","0","﻿"
"1231","rragarwal","2","1","2","20","24","MALE","LEFT_H","11","a fox is a very smart animal","a fox is a very smart animal","28","28","32","42.01244813278008","3.5010373443983402","0","0","1.1428571428571428","6.666666666666667","6.666666666666667","7.712","214","0","2","2","6.25","0.785","10.178941908713693","0","0","0","﻿"
"1331","rragarwal","2","1","2","20","24","MALE","LEFT_H","12","these barracks are big enough","these barracks are big enough","29","29","34","39.289055191768014","3.274087932647334","0","0","1.1724137931034482","0","0","8.552","164","1","0","1","2.941176470588235","3.808","44.52759588400374","0","0","0","﻿"
"1431","rragarwal","2","1","2","20","24","MALE","LEFT_H","13","the back yard of our house","the back yard of our house","26","26","39","26.68326958996709","2.223605799163924","0","0","1.5","10.344827586206897","10.344827586206897","11.243","163","1","3","4","10.256410256410255","3.011","26.7811082451303","0","0","0","﻿"
"1531","rragarwal","2","1","2","20","24","MALE","LEFT_H","14","my bank account is overdrawn","my bank account is overdrawn","28","28","36","35.15625","2.9296875","0","0","1.2857142857142858","12.5","12.5","9.216","267","0","4","4","11.11111111111111","1.691","18.348524305555554","0","0","0","﻿"
"1631","rragarwal","2","1","2","20","24","MALE","LEFT_H","15","where can my little dog be","where can my little dog be","26","26","32","41.870202372644805","3.4891835310537336","0","0","1.2307692307692308","10.344827586206897","10.344827586206897","7.165","221","0","3","3","9.375","1.058","14.7662247034194","0","0","0","﻿"
"1731","rragarwal","2","1","2","20","24","MALE","LEFT_H","16","space is a high priority","space is a high priority","24","24","31","32.61640274166864","2.71803356180572","0","0","1.2916666666666667","4","4","8.462","262","1","1","2","6.451612903225806","8.206","96.97471047033798","0","0","0","﻿"
"1831","rragarwal","2","1","2","20","24","MALE","LEFT_H","17","lydia wants to go home","lydia wants to go home","22","22","23","45.66872055092425","3.805726712577021","0","0","1.0454545454545454","0","0","5.518","334","0","0","0","0","0","0","0","0","0","﻿"
"1931","rragarwal","2","1","2","20","24","MALE","LEFT_H","18","gun powder must be handled with care","gun powder must be handled with care","36","36","42","41.4651002073255","3.455425017277125","0","0","1.1666666666666667","7.6923076923076925","7.6923076923076925","10.129","115","0","3","3","7.142857142857142","0.672","6.63441603317208","0","0","0","﻿"
"2031","rragarwal","2","1","2","20","24","MALE","LEFT_H","19","a steep learning curve in riding a unicycle","a steep learning curve in riding a unicycle","43","43","56","22.902844678723987","1.9085703898936655","0","0","1.302325581395349","6.521739130434782","6.521739130434782","22.006","157","2","3","5","8.928571428571429","23.643","107.43888030537126","0","0","0","﻿"
"2131","rragarwal","2","1","2","20","24","MALE","LEFT_H","20","earth quakes are predictable","earth quakes are predictable","28","28","30","56.24023607012671","4.686686339177226","0","0","1.0714285714285714","3.4482758620689653","3.4482758620689653","5.761","188","0","1","1","3.3333333333333335","0.319","5.53723311925013","0","0","0","﻿"
"241","rragarwal","2","1","3","20","24","MALE","LEFT_H","1","six daughters and seven sons","six daughters and seven sons","28","28","30","48.24300178677784","4.020250148898153","0","0","1.0714285714285714","3.4482758620689653","3.4482758620689653","6.716","374","0","1","1","3.3333333333333335","0.615","9.157236450268016","0","0","0","﻿"
"332","rragarwal","2","1","3","20","24","MALE","LEFT_H","2","a big scratch on the tabletop","a big scratch on the tabletop","29","29","36","37.63019375069996","3.135849479224997","0","0","1.2413793103448276","9.375","9.375","8.929","180","0","3","3","8.333333333333332","1.512","16.933587187814986","0","0","0","﻿"
"432","rragarwal","2","1","3","20","24","MALE","LEFT_H","3","frequently asked questions","frequently asked questions","26","26","28","41.987403778866344","3.4989503149055285","0","0","1.0769230769230769","3.7037037037037033","3.7037037037037033","7.145","164","0","1","1","3.571428571428571","0.669","9.363191042687195","0","0","0","﻿"
"532","rragarwal","2","1","3","20","24","MALE","LEFT_H","4","the cat has a pleasant temperament","the cat has a pleasant temperament","34","34","53","28.72687704026115","2.3939064200217626","0","0","1.5588235294117647","15","15","13.785","383","1","6","7","13.20754716981132","5.178","37.562568008705114","0","0","0","﻿"
"632","rragarwal","2","1","3","20","24","MALE","LEFT_H","5","electric cars need big fuel cells","electric cars need big fuel cells","33","33","35","56.880462153755005","4.740038512812917","0","0","1.0606060606060606","2.941176470588235","2.941176470588235","6.751","125","0","1","1","2.857142857142857","0.351","5.199229743741668","0","0","0","﻿"
"732","rragarwal","2","1","3","20","24","MALE","LEFT_H","6","that is very unfortunate","that is very unfortunate","24","24","37","34.324089043651284","2.8603407536376073","0","0","1.5416666666666667","20","20","8.041","581","0","6","6","16.216216216216218","0.8","9.949011317000373","0","0","0","﻿"
"832","rragarwal","2","1","3","20","24","MALE","LEFT_H","7","popularity is desired by all","popularity is desired by all","28","28","32","47.96447076239822","3.997039230199852","0","0","1.1428571428571428","6.666666666666667","6.666666666666667","6.755","165","0","2","2","6.25","0.783","11.59141376757957","0","0","0","﻿"
"932","rragarwal","2","1","3","20","24","MALE","LEFT_H","8","we are subjects and must obey","we are subjects and must obey","29","29","42","41.75469118926308","3.4795575991052563","0","0","1.4482758620689655","17.142857142857142","17.142857142857142","8.047","333","0","6","6","14.285714285714285","2.014","25.027960730707093","0","0","0","﻿"
"1032","rragarwal","2","1","3","20","24","MALE","LEFT_H","9","employee recruitment takes a lot of effort","employee recruitment takes a lot of effort","42","42","48","48.13148111915477","4.010956759929564","0","0","1.1428571428571428","6.666666666666667","6.666666666666667","10.222","95","0","3","3","6.25","0.695","6.799060849148894","0","0","0","﻿"
"1132","rragarwal","2","1","3","20","24","MALE","LEFT_H","10","did you have a good time","did you have a good time","24","24","46","34.1541888380151","2.846182403167925","0","0","1.9166666666666667","31.428571428571427","31.428571428571427","8.081","204","0","11","11","23.91304347826087","2.876","35.58965474569979","0","0","0","﻿"
"1232","rragarwal","2","1","3","20","24","MALE","LEFT_H","11","flashing red light means stop","flashing red light means stop","29","29","29","51.51004139199755","4.292503449333129","0","0","1","0","0","6.523","181","0","0","0","0","0","0","0","0","0","﻿"
"1332","rragarwal","2","1","3","20","24","MALE","LEFT_H","12","prayer in schools offends some","prayer in schools offends some","30","30","38","40.845070422535215","3.403755868544601","0","0","1.2666666666666666","11.76470588235294","11.76470588235294","8.52","213","0","4","4","10.526315789473683","0.763","8.955399061032864","0","0","0","﻿"
"1432","rragarwal","2","1","3","20","24","MALE","LEFT_H","13","my dog sheds his hair","my dog sheds his hair","21","21","33","24.21551811118959","2.0179598425991325","0","0","1.5714285714285714","8.695652173913043","8.695652173913043","9.911","262","1","2","3","9.090909090909092","9.813","99.01119967712643","0","0","0","﻿"
"1532","rragarwal","2","1","3","20","24","MALE","LEFT_H","14","arguing with the boss is futile","arguing with the boss is futile","31","31","31","59.14243469689502","4.928536224741252","0","0","1","0","0","6.087","156","0","0","0","0","0","0","0","0","0","﻿"
"1632","rragarwal","2","1","3","20","24","MALE","LEFT_H","15","superman never wore a mask","superman never wore a mask","26","26","30","49.61958319550116","4.134965266291763","0","0","1.1538461538461537","7.142857142857142","7.142857142857142","6.046","422","0","2","2","6.666666666666667","1.191","19.69897452861396","0","0","0","﻿"
"1732","rragarwal","2","1","3","20","24","MALE","LEFT_H","16","the voters turfed him out","the voters turfed him out","25","25","31","43.956043956043956","3.6630036630036633","0","0","1.24","10.714285714285714","10.714285714285714","6.552","260","0","3","3","9.67741935483871","1.214","18.52869352869353","0","0","0","﻿"
"1832","rragarwal","2","1","3","20","24","MALE","LEFT_H","17","where did you get that tie","where did you get that tie","26","26","26","65.78947368421053","5.482456140350878","0","0","1","0","0","4.56","349","0","0","0","0","0","0","0","0","0","﻿"
"1932","rragarwal","2","1","3","20","24","MALE","LEFT_H","18","the music is better than it sounds","the music is better than it sounds","34","34","52","35.335058445614344","2.9445882038011955","0","0","1.5294117647058822","20.930232558139537","20.930232558139537","11.207","141","0","9","9","17.307692307692307","3.206","28.607120549656468","0","0","0","﻿"
"2032","rragarwal","2","1","3","20","24","MALE","LEFT_H","19","just like it says on the can good","just like it says on the can good","33","33","35","54.19901199717714","4.516584333098095","0","0","1.0606060606060606","2.941176470588235","2.941176470588235","7.085","144","0","1","1","2.857142857142857","0.44","6.21030345800988","0","0","0","﻿"
"2132","rragarwal","2","1","3","20","24","MALE","LEFT_H","20","that is a very odd question","that is a very odd question","27","27","33","37.22261989978526","3.101884991648771","0","0","1.2222222222222223","10","10","8.382","261","0","3","3","9.090909090909092","1.943","23.180625149129085","0","0","0","﻿"
"242","cbdeassi","2","1","1","20","36","MALE","RIGHT_H","1","this system of taxation","this system of taxation","23","23","29","51.21241513094084","4.267701260911736","0","0","1.2608695652173914","11.538461538461538","11.538461538461538","5.155","341","0","3","3","10.344827586206897","0.648","12.570320077594568","0","0","0","﻿"
"333","cbdeassi","2","1","1","20","36","MALE","RIGHT_H","2","prevailing wind from the east","prevailing wind from the east","29","29","41","29.758214507129573","2.4798512089274642","0","0","1.4137931034482758","0","0","11.291","225","1","0","1","2.4390243902439024","6.496","57.532548047117174","0","0","0","﻿"
"433","cbdeassi","2","1","1","20","36","MALE","RIGHT_H","3","the accident scene is a shrine for fans","the accident scene is a shrine for fans","39","39","39","80.89409260244813","6.741174383537343","0","0","1","0","0","5.637","150","0","0","0","0","0","0","0","0","0","﻿"
"533","cbdeassi","2","1","1","20","36","MALE","RIGHT_H","4","rejection letters are discouraging","rejection letters are discouraging","34","34","36","71.46724417975095","5.955603681645912","0","0","1.0588235294117647","2.857142857142857","2.857142857142857","5.541","203","0","1","1","2.7777777777777777","0.494","8.915358238585092","0","0","0","﻿"
"633","cbdeassi","2","1","1","20","36","MALE","RIGHT_H","5","that is a very odd question","that is a very odd question","27","27","27","79.248158496317","6.604013208026417","0","0","1","0","0","3.937","283","0","0","0","0","0","0","0","0","0","﻿"
"733","cbdeassi","2","1","1","20","36","MALE","RIGHT_H","6","travel at the speed of light","travel at the speed of light","28","28","43","43.32129963898917","3.6101083032490973","0","0","1.5357142857142858","20","20","7.479","334","0","7","7","16.27906976744186","1.499","20.042786468779248","0","0","0","﻿"
"833","cbdeassi","2","1","1","20","36","MALE","RIGHT_H","7","if diplomacy does not work","if diplomacy does not work","26","26","26","60.10819475055099","5.009016229212583","0","0","1","0","0","4.991","212","0","0","0","0","0","0","0","0","0","﻿"
"933","cbdeassi","2","1","1","20","36","MALE","RIGHT_H","8","good at addition and subtraction","good at addition and subtraction","32","32","52","28.40562003665241","2.3671350030543676","0","0","1.625","13.513513513513514","13.513513513513514","13.096","325","1","5","6","11.538461538461538","13.711","104.69609040928528","0","0","0","﻿"
"1033","cbdeassi","2","1","1","20","36","MALE","RIGHT_H","9","only an idiot would lie in court","only an idiot would lie in court","32","32","38","56.49202733485194","4.707668944570995","0","0","1.1875","8.571428571428571","8.571428571428571","6.585","421","0","3","3","7.894736842105263","1.029","15.62642369020501","0","0","0","﻿"
"1133","cbdeassi","2","1","1","20","36","MALE","RIGHT_H","10","my favorite web browser","my favorite web browser","23","23","27","44.8141232388389","3.734510269903242","0","0","1.173913043478261","8","8","5.891","111","0","2","2","7.4074074074074066","0.536","9.098625021218808","0","0","0","﻿"
"1233","cbdeassi","2","1","1","20","36","MALE","RIGHT_H","11","longer than a football field","longer than a football field","28","28","38","37.67879986044889","3.1398999883707406","0","0","1.3571428571428572","15.151515151515152","15.151515151515152","8.599","140","0","5","5","13.157894736842104","3.365","39.13245726247238","0","0","0","﻿"
"1333","cbdeassi","2","1","1","20","36","MALE","RIGHT_H","12","insurance is important for bad drivers","insurance is important for bad drivers","38","38","38","66.55673812022187","5.5463948433518215","0","0","1","0","0","6.671","206","0","0","0","0","0","0","0","0","0","﻿"
"1433","cbdeassi","2","1","1","20","36","MALE","RIGHT_H","13","a dog is the best friend of a man","a dog is the best friend of a man","33","33","37","63.968015992004","5.3306679993336665","0","0","1.121212121212121","5.714285714285714","5.714285714285714","6.003","263","0","2","2","5.405405405405405","0.615","10.24487756121939","0","0","0","﻿"
"1533","cbdeassi","2","1","1","20","36","MALE","RIGHT_H","14","i am going to a music lesson","i am going to a music lesson","28","28","34","56.171983356449374","4.680998613037448","0","0","1.2142857142857142","9.67741935483871","9.67741935483871","5.768","149","0","3","3","8.823529411764707","0.745","12.916088765603329","0","0","0","﻿"
"1633","cbdeassi","2","1","1","20","36","MALE","RIGHT_H","15","that referendum asked a silly question","that referendum asked a silly question","38","38","38","69.36416184971098","5.780346820809249","0","0","1","0","0","6.401","339","0","0","0","0","0","0","0","0","0","﻿"
"1733","cbdeassi","2","1","1","20","36","MALE","RIGHT_H","16","do not lie in court or else","do not lie in court or else","27","27","27","93.94760614272809","7.828967178560674","0","0","1","0","0","3.321","107","0","0","0","0","0","0","0","0","0","﻿"
"1833","cbdeassi","2","1","1","20","36","MALE","RIGHT_H","17","the daring young man","the daring young man","20","20","22","56.53359781800148","4.711133151500124","0","0","1.1","4.761904761904762","4.761904761904762","4.033","227","0","1","1","4.545454545454546","0.551","13.66228613935036","0","0","0","﻿"
"1933","cbdeassi","2","1","1","20","36","MALE","RIGHT_H","18","olympic athletes use drugs","olympic athletes use drugs","26","26","28","50.48805116122518","4.207337596768765","0","0","1.0769230769230769","3.7037037037037033","3.7037037037037033","5.942","165","0","1","1","3.571428571428571","0.342","5.75563783237967","0","0","0","﻿"
"2033","cbdeassi","2","1","1","20","36","MALE","RIGHT_H","19","i like baroque and classical music","i like baroque and classical music","34","34","48","43.844109831709474","3.653675819309123","0","0","1.411764705882353","17.073170731707318","17.073170731707318","9.032","180","0","7","7","14.583333333333334","2.089","23.12887511071745","0","0","0","﻿"
"2133","cbdeassi","2","1","1","20","36","MALE","RIGHT_H","20","santa claus got stuck","santa claus got stuck","21","21","25","59.77584059775841","4.981320049813201","0","0","1.1904761904761905","8.695652173913043","8.695652173913043","4.015","357","0","2","2","8","0.725","18.05728518057285","0","0","0","﻿"
"243","cbdeassi","2","1","2","20","36","MALE","RIGHT_H","1","we park in driveways","we park in driveways","20","20","26","63.2279534109817","5.268996117581808","0","0","1.3","13.043478260869565","13.043478260869565","3.606","307","0","3","3","11.538461538461538","0.552","15.307820299500833","0","0","0","﻿"
"334","cbdeassi","2","1","2","20","36","MALE","RIGHT_H","2","this equation is too complicated","this equation is too complicated","32","32","32","105.68181818181819","8.806818181818182","0","0","1","0","0","3.52","157","0","0","0","0","0","0","0","0","0","﻿"
"434","cbdeassi","2","1","2","20","36","MALE","RIGHT_H","3","the fire raged for an entire month","the fire raged for an entire month","34","34","34","71.33849756800576","5.944874797333814","0","0","1","0","0","5.551","198","0","0","0","0","0","0","0","0","0","﻿"
"534","cbdeassi","2","1","2","20","36","MALE","RIGHT_H","4","make up a few more phrases","make up a few more phrases","26","26","26","67.32495511669657","5.610412926391382","0","0","1","0","0","4.456","131","0","0","0","0","0","0","0","0","0","﻿"
"634","cbdeassi","2","1","2","20","36","MALE","RIGHT_H","5","i can see the rings on saturn","i can see the rings on saturn","29","29","29","84.52830188679246","7.044025157232705","0","0","1","0","0","3.975","331","0","0","0","0","0","0","0","0","0","﻿"
"734","cbdeassi","2","1","2","20","36","MALE","RIGHT_H","6","for murder you get a long prison sentence","for murder you get a long prison sentence","41","41","51","53.57740819287867","4.464784016073223","0","0","1.2439024390243902","10.869565217391305","10.869565217391305","8.959","292","0","5","5","9.803921568627452","1.462","16.318785578747626","0","0","0","﻿"
"834","cbdeassi","2","1","2","20","36","MALE","RIGHT_H","7","get your priorities in order","get your priorities in order","28","28","28","73.27001356852104","6.1058344640434195","0","0","1","0","0","4.422","103","0","0","0","0","0","0","0","0","0","﻿"
"934","cbdeassi","2","1","2","20","36","MALE","RIGHT_H","8","universities are too expensive","universities are too expensive","30","30","30","101.84372256365234","8.486976880304361","0","0","1","0","0","3.417","180","0","0","0","0","0","0","0","0","0","﻿"
"1034","cbdeassi","2","1","2","20","36","MALE","RIGHT_H","9","we accept personal checks","we accept personal checks","25","25","29","55.55555555555556","4.62962962962963","0","0","1.16","7.4074074074074066","7.4074074074074066","5.184","156","0","2","2","6.896551724137931","1.262","24.344135802469136","0","0","0","﻿"
"1134","cbdeassi","2","1","2","20","36","MALE","RIGHT_H","10","this equation is too complicated","this equation is too complicated","32","32","32","90.26935209900509","7.522446008250424","0","0","1","0","0","4.121","124","0","0","0","0","0","0","0","0","0","﻿"
"1234","cbdeassi","2","1","2","20","36","MALE","RIGHT_H","11","chemical spill took forever","chemical spill took forever","27","27","27","75.69141193595343","6.307617661329452","0","0","1","0","0","4.122","289","0","0","0","0","0","0","0","0","0","﻿"
"1334","cbdeassi","2","1","2","20","36","MALE","RIGHT_H","12","sign the withdrawal slip","sign the withdrawal slip","24","24","30","42.34427738570114","3.5286897821417615","0","0","1.25","11.11111111111111","11.11111111111111","6.518","204","0","3","3","10","1.475","22.629640994169993","0","0","0","﻿"
"1434","cbdeassi","2","1","2","20","36","MALE","RIGHT_H","13","come and see our new car","come and see our new car","24","24","24","97.18309859154931","8.098591549295776","0","0","1","0","0","2.84","158","0","0","0","0","0","0","0","0","0","﻿"
"1534","cbdeassi","2","1","2","20","36","MALE","RIGHT_H","14","what a lovely red jacket","what a lovely red jacket","24","24","24","66.6183924692252","5.551532705768767","0","0","1","0","0","4.143","300","0","0","0","0","0","0","0","0","0","﻿"
"1634","cbdeassi","2","1","2","20","36","MALE","RIGHT_H","15","the capital of our nation","the capital of our nation","25","25","34","36.24465139692928","3.020387616410773","0","0","1.36","3.8461538461538463","3.8461538461538463","7.946","221","2","1","3","8.823529411764707","9.923","124.88044299018375","0","0","0","﻿"
"1734","cbdeassi","2","1","2","20","36","MALE","RIGHT_H","16","a lot of chlorine in the water","a lot of chlorine in the water","30","30","42","49.14560090382714","4.095466741985595","0","0","1.4","16.666666666666664","16.666666666666664","7.081","162","0","6","6","14.285714285714285","1.543","21.790707527185425","0","0","0","﻿"
"1834","cbdeassi","2","1","2","20","36","MALE","RIGHT_H","17","tickets are very expensive","tickets are very expensive","26","26","36","54.02485143165856","4.502070952638213","0","0","1.3846153846153846","16.129032258064516","16.129032258064516","5.553","124","0","5","5","13.88888888888889","1.266","22.798487304159913","0","0","0","﻿"
"1934","cbdeassi","2","1","2","20","36","MALE","RIGHT_H","18","that referendum asked a silly question","that referendum asked a silly question","38","38","42","58.82352941176471","4.901960784313726","0","0","1.105263157894737","5","5","7.548","200","0","2","2","4.761904761904762","1.147","15.196078431372548","0","0","0","﻿"
"2034","cbdeassi","2","1","2","20","36","MALE","RIGHT_H","19","a quarter of a century","a quarter of a century","22","22","22","76.38678387390118","6.365565322825098","0","0","1","0","0","3.299","274","0","0","0","0","0","0","0","0","0","﻿"
"2134","cbdeassi","2","1","2","20","36","MALE","RIGHT_H","20","we went grocery shopping","we went grocery shopping","24","24","36","42.83054003724395","3.569211669770329","0","0","1.5","20","20","6.444","224","0","6","6","16.666666666666664","1.644","25.512104283054004","0","0","0","﻿"
"244","cbdeassi","2","1","3","20","36","MALE","RIGHT_H","1","soon we will return from the city","soon we will return from the city","33","33","35","63.50256325450637","5.291880271208864","0","0","1.0606060606060606","2.941176470588235","2.941176470588235","6.047","368","0","1","1","2.857142857142857","0.969","16.02447494625434","0","0","0","﻿"
"335","cbdeassi","2","1","3","20","36","MALE","RIGHT_H","2","my car always breaks in the winter","my car always breaks in the winter","34","34","38","66.36500754147812","5.530417295123177","0","0","1.1176470588235294","5.555555555555555","5.555555555555555","5.967","140","0","2","2","5.263157894736842","0.646","10.826210826210826","0","0","0","﻿"
"435","cbdeassi","2","1","3","20","36","MALE","RIGHT_H","3","please follow the guidelines","please follow the guidelines","28","28","28","77.1796093377799","6.4316341114816575","0","0","1","0","0","4.198","91","0","0","0","0","0","0","0","0","0","﻿"
"535","cbdeassi","2","1","3","20","36","MALE","RIGHT_H","4","saving that child was an heroic effort","saving that child was an heroic effort","38","38","40","62.27208976157083","5.189340813464236","0","0","1.0526315789473684","2.564102564102564","2.564102564102564","7.13","242","0","1","1","2.5","0.432","6.05890603085554","0","0","0","﻿"
"635","cbdeassi","2","1","3","20","36","MALE","RIGHT_H","5","rent is paid at the beginning of the month","rent is paid at the beginning of the month","42","42","44","66.2091239402503","5.517426995020858","0","0","1.0476190476190477","2.3255813953488373","2.3255813953488373","7.431","222","0","1","1","2.272727272727273","0.518","6.970798008343426","0","0","0","﻿"
"735","cbdeassi","2","1","3","20","36","MALE","RIGHT_H","6","healthy food is good for you","healthy food is good for you","28","28","28","77.27164321488195","6.439303601240162","0","0","1","0","0","4.193","403","0","0","0","0","0","0","0","0","0","﻿"
"835","cbdeassi","2","1","3","20","36","MALE","RIGHT_H","7","why do you ask silly questions","why do you ask silly questions","30","30","30","84.9194729136164","7.076622742801367","0","0","1","0","0","4.098","129","0","0","0","0","0","0","0","0","0","﻿"
"935","cbdeassi","2","1","3","20","36","MALE","RIGHT_H","8","please try to be home before midnight","please try to be home before midnight","37","37","37","79.61666052340581","6.634721710283818","0","0","1","0","0","5.426","255","0","0","0","0","0","0","0","0","0","﻿"
"1035","cbdeassi","2","1","3","20","36","MALE","RIGHT_H","9","we run the risk of failure","we run the risk of failure","26","26","36","49.64421644878371","4.137018037398643","0","0","1.3846153846153846","16.129032258064516","16.129032258064516","6.043","300","0","5","5","13.88888888888889","1.399","23.150752937282807","0","0","0","﻿"
"1135","cbdeassi","2","1","3","20","36","MALE","RIGHT_H","10","the assault took six months","the assault took six months","27","27","33","64.25041186161451","5.354200988467875","0","0","1.2222222222222223","10","10","4.856","403","0","3","3","9.090909090909092","0.83","17.092257001647447","0","0","0","﻿"
"1235","cbdeassi","2","1","3","20","36","MALE","RIGHT_H","11","the most beautiful sunset","the most beautiful sunset","25","25","31","51.2","4.266666666666667","0","0","1.24","10.714285714285714","10.714285714285714","5.625","202","0","3","3","9.67741935483871","0.896","15.92888888888889","0","0","0","﻿"
"1335","cbdeassi","2","1","3","20","36","MALE","RIGHT_H","12","safe to walk the streets in the evening","safe to walk the streets in the evening","39","39","39","73.94194908383331","6.161829090319443","0","0","1","0","0","6.167","372","0","0","0","0","0","0","0","0","0","﻿"
"1435","cbdeassi","2","1","3","20","36","MALE","RIGHT_H","13","obligations must be met first","obligations must be met first","29","29","49","43.6306973120374","3.6358914426697835","0","0","1.6896551724137931","25.64102564102564","25.64102564102564","7.701","182","0","10","10","20.408163265306122","2.586","33.58005453837164","0","0","0","﻿"
"1535","cbdeassi","2","1","3","20","36","MALE","RIGHT_H","14","get aboard the ship is leaving","get aboard the ship is leaving","30","30","32","74.48630136986301","6.207191780821918","0","0","1.0666666666666667","3.225806451612903","3.225806451612903","4.672","107","0","1","1","3.125","0.472","10.102739726027398","0","0","0","﻿"
"1635","cbdeassi","2","1","3","20","36","MALE","RIGHT_H","15","one heck of a question","one heck of a question","22","22","30","49.51856946354883","4.126547455295736","0","0","1.3636363636363635","15.384615384615385","15.384615384615385","5.089","308","0","4","4","13.333333333333334","1.388","27.274513656907057","0","0","0","﻿"
"1735","cbdeassi","2","1","3","20","36","MALE","RIGHT_H","16","parking tickets can be challenged","parking tickets can be challenged","33","33","43","54.841473864610116","4.570122822050843","0","0","1.303030303030303","13.157894736842104","13.157894736842104","7.002","227","0","5","5","11.627906976744185","1.342","19.16595258497572","0","0","0","﻿"
"1835","cbdeassi","2","1","3","20","36","MALE","RIGHT_H","17","in sharp contrast to your words","in sharp contrast to your words","31","31","35","67.36526946107784","5.61377245508982","0","0","1.1290322580645162","6.0606060606060606","6.0606060606060606","5.344","276","0","2","2","5.714285714285714","0.464","8.682634730538922","0","0","0","﻿"
"1935","cbdeassi","2","1","3","20","36","MALE","RIGHT_H","18","what a lovely red jacket","what a lovely red jacket","24","24","24","79.47019867549669","6.622516556291391","0","0","1","0","0","3.473","219","0","0","0","0","0","0","0","0","0","﻿"
"2035","cbdeassi","2","1","3","20","36","MALE","RIGHT_H","19","the ventilation system is broken","the ventilation system is broken","32","32","32","94.89795918367348","7.908163265306123","0","0","1","0","0","3.92","363","0","0","0","0","0","0","0","0","0","﻿"
"2135","cbdeassi","2","1","3","20","36","MALE","RIGHT_H","20","burglars never leave their business card","burglars never leave their business card","40","40","45","43.51464435146443","3.626220362622036","0","0","1.125","0","0","10.755","280","1","0","1","2.2222222222222223","4.867","45.25337052533705","0","0","0","﻿"
"245","c55hu","2","1","1","20","25","MALE","RIGHT_H","1","toss the ball around","toss the ball around","20","20","20","72.75047862156988","6.062539885130824","0","0","1","0","0","3.134","315","0","0","0","0","0","0","0","0","0","﻿"
"336","c55hu","2","1","1","20","25","MALE","RIGHT_H","2","vanilla flavored ice cream","vanilla flavored ice cream","26","26","26","45.50970873786408","3.79247572815534","0","0","1","0","0","6.592","252","0","0","0","0","0","0","0","0","0","﻿"
"436","c55hu","2","1","1","20","25","MALE","RIGHT_H","3","i am going to a music lesson","i am going to a music lesson","28","28","28","72.04803202134757","6.00400266844563","0","0","1","0","0","4.497","236","0","0","0","0","0","0","0","0","0","﻿"
"536","c55hu","2","1","1","20","25","MALE","RIGHT_H","4","be home before midnight","be home before midnight","23","23","25","63.87611904185821","5.323009920154851","0","0","1.0869565217391304","4.166666666666666","4.166666666666666","4.133","204","0","1","1","4","0.367","8.879748366803774","0","0","0","﻿"
"636","c55hu","2","1","1","20","25","MALE","RIGHT_H","5","i am going to a music lesson","i am going to a music lesson","28","28","53","23.01953818827709","1.9182948490230907","0","0","1.8928571428571428","12.5","12.5","14.075","401","10","4","14","26.41509433962264","17.511","124.4120781527531","0","0","0","﻿"
"736","c55hu","2","1","1","20","25","MALE","RIGHT_H","6","seasoned golfers love the game","seasoned golfers love the game","30","30","30","49.97128087306146","4.164273406088455","0","0","1","0","0","6.964","482","0","0","0","0","0","0","0","0","0","﻿"
"836","c55hu","2","1","1","20","25","MALE","RIGHT_H","7","bank transaction was not registered","bank transaction was not registered","35","35","35","42.28417452585761","3.523681210488134","0","0","1","0","0","9.649","267","0","0","0","0","0","0","0","0","0","﻿"
"936","c55hu","2","1","1","20","25","MALE","RIGHT_H","8","put garbage in an abandoned mine","put garbage in an abandoned mine","32","32","34","62.1865596790371","5.1822133065864255","0","0","1.0625","3.0303030303030303","3.0303030303030303","5.982","253","0","1","1","2.941176470588235","0.342","5.717151454363089","0","0","0","﻿"
"1036","c55hu","2","1","1","20","25","MALE","RIGHT_H","9","did you have a good time","did you have a good time","24","24","28","49.488972565895644","4.12408104715797","0","0","1.1666666666666667","7.6923076923076925","7.6923076923076925","5.577","180","0","2","2","7.142857142857142","0.615","11.02743410435718","0","0","0","﻿"
"1136","c55hu","2","1","1","20","25","MALE","RIGHT_H","10","the store will close at ten","the store will close at ten","27","27","27","77.07509881422925","6.4229249011857705","0","0","1","0","0","4.048","300","0","0","0","0","0","0","0","0","0","﻿"
"1236","c55hu","2","1","1","20","25","MALE","RIGHT_H","11","the fire raged for an entire month","the fire raged for an entire month","34","34","34","64.19192737882963","5.349327281569137","0","0","1","0","0","6.169","260","0","0","0","0","0","0","0","0","0","﻿"
